 Date  ,Year,Month,State,City,Metro City,Age Group,Education_Level,Family Background,Labour Force,Employed People,Unemployed People,Male Unemployed,Female Unemployed,Unemployement Rate ,Urban Unemployement ,Rural Unemployement ,Youth Unemployement 
2021-11,2021,Nov,Nagaland,Kolkata,Yes,18-24,Postgraduate,Poor,32168731,29779520,2389211,1500454,888757,7.43,7.01,6.28,11.45
2021-12,2021,Dec,Nagaland,Non-Metro,No,45-54,Primary School,Upper Middle,31677878,29589240,2088638,1401135,687503,6.59,5.83,6.93,10.57
2022-01,2022,Jan,Nagaland,Mumbai,Yes,35-44,Secondary School,Poor,32913538,29336084,3577454,1998036,1579418,10.87,11.60,10.00,15.01
2022-02,2022,Feb,Nagaland,Kolkata,Yes,55-60,Primary School,Lower Middle,32768195,29946229,2821966,1938331,883635,8.61,9.26,9.46,14.61
2022-03,2022,Mar,Nagaland,Non-Metro,No,18-24,Higher Secondary,Rich,31193774,28522323,2671451,1472547,1198904,8.56,9.14,7.75,11.29
2022-04,2022,Apr,Nagaland,Non-Metro,No,18-24,Postgraduate,Lower Middle,32657409,30966812,1690597,932625,757972,5.18,4.87,4.78,7.97
2022-05,2022,May,Nagaland,Non-Metro,No,55-60,Undergraduate,Poor,32118858,30659856,1459002,967450,491552,4.54,5.34,3.34,8.65
2022-06,2022,Jun,Nagaland,Pune,Yes,25-34,No Formal Education,Poor,31634079,29400621,2233458,1538077,695381,7.06,8.91,7.39,10.20
2022-07,2022,Jul,Nagaland,Pune,Yes,35-44,No Formal Education,Poor,32616834,30483348,2133486,1436760,696726,6.54,6.41,5.43,9.73
2022-08,2022,Aug,Nagaland,Hyderabad,Yes,25-34,Postgraduate,Rich,32291259,29276312,3014947,1762157,1252790,9.34,9.48,8.76,11.52
2022-09,2022,Sep,Nagaland,Hyderabad,Yes,35-44,Higher Secondary,Poor,31416441,29959330,1457111,938287,518824,4.64,4.41,3.78,10.12
2022-10,2022,Oct,Nagaland,Non-Metro,No,25-34,Undergraduate,Rich,32094142,30586797,1507345,906301,601044,4.70,5.90,4.16,9.95
2022-11,2022,Nov,Nagaland,Ahmedabad,Yes,18-24,Higher Secondary,Lower Middle,31137282,28941125,2196157,1361079,835078,7.05,7.83,6.99,10.64
2022-12,2022,Dec,Nagaland,Non-Metro,No,35-44,Higher Secondary,Lower Middle,30245799,27588045,2657754,1610719,1047035,8.79,7.81,9.05,11.21
2023-01,2023,Jan,Nagaland,Bangalore,Yes,55-60,Postgraduate,Rich,32013667,29685053,2328614,1384150,944464,7.27,8.22,6.67,11.26
2023-02,2023,Feb,Nagaland,Bangalore,Yes,55-60,Secondary School,Lower Middle,31350597,30723586,627011,434771,192240,2.00,3.85,2.94,6.18
2023-03,2023,Mar,Nagaland,Delhi,Yes,18-24,No Formal Education,Poor,33026977,31148712,1878265,1073033,805232,5.69,5.25,5.10,10.57
2023-04,2023,Apr,Nagaland,Non-Metro,No,55-60,Higher Secondary,Upper Middle,31671893,29371846,2300047,1401472,898575,7.26,9.08,7.28,9.56
2023-05,2023,May,Nagaland,Non-Metro,No,25-34,Primary School,Lower Middle,30298294,27585055,2713239,1894739,818500,8.96,8.42,7.64,11.86
2023-06,2023,Jun,Nagaland,Non-Metro,No,35-44,Undergraduate,Upper Middle,30066093,28020599,2045494,1310378,735116,6.80,6.43,5.67,11.95
2023-07,2023,Jul,Nagaland,Kolkata,Yes,18-24,Secondary School,Upper Middle,31423909,30114859,1309050,882346,426704,4.17,5.37,4.08,8.75
2023-08,2023,Aug,Nagaland,Non-Metro,No,55-60,Primary School,Poor,32610710,31499897,1110813,628762,482051,3.41,5.05,3.92,7.74
2023-09,2023,Sep,Nagaland,Non-Metro,No,25-34,Higher Secondary,Rich,32241796,29484481,2757315,1520945,1236370,8.55,9.02,7.49,14.04
2023-10,2023,Oct,Nagaland,Hyderabad,Yes,25-34,Primary School,Upper Middle,30492246,29095039,1397207,811730,585477,4.58,5.81,2.73,7.47
2023-11,2023,Nov,Nagaland,Delhi,Yes,25-34,Postgraduate,Rich,30456355,28103295,2353060,1341458,1011602,7.73,7.27,6.95,11.15
2023-12,2023,Dec,Nagaland,Ahmedabad,Yes,25-34,No Formal Education,Lower Middle,32497898,31341674,1156224,724411,431813,3.56,3.35,2.68,7.55
2024-01,2024,Jan,Nagaland,Pune,Yes,55-60,Postgraduate,Lower Middle,31258419,29828891,1429528,790351,639177,4.57,5.04,3.65,9.88
2024-02,2024,Feb,Nagaland,Pune,Yes,25-34,No Formal Education,Poor,30071374,28409965,1661409,974543,686866,5.52,5.26,6.24,7.94
2024-03,2024,Mar,Nagaland,Bangalore,Yes,35-44,No Formal Education,Poor,32280974,29765404,2515570,1455429,1060141,7.79,7.95,7.48,13.00
2024-04,2024,Apr,Nagaland,Chennai,Yes,55-60,Secondary School,Rich,31348831,29047985,2300846,1346066,954780,7.34,8.43,5.66,12.00
2024-05,2024,May,Nagaland,Kolkata,Yes,25-34,Secondary School,Rich,32956894,31241593,1715301,948181,767120,5.20,4.78,5.21,7.58
2024-06,2024,Jun,Nagaland,Pune,Yes,35-44,No Formal Education,Poor,31603728,29794407,1809321,1039156,770165,5.73,6.49,4.33,8.87
2024-07,2024,Jul,Nagaland,Non-Metro,No,25-34,Undergraduate,Rich,30710160,28864053,1846107,1159202,686905,6.01,7.76,6.80,9.09
2024-08,2024,Aug,Nagaland,Kolkata,Yes,18-24,Postgraduate,Poor,31264272,29492607,1771665,1205723,565942,5.67,6.90,3.81,8.54
2024-09,2024,Sep,Nagaland,Non-Metro,No,25-34,Postgraduate,Poor,31437839,28630235,2807604,1838169,969435,8.93,9.21,7.35,12.98
2024-10,2024,Oct,Nagaland,Pune,Yes,55-60,No Formal Education,Rich,31854241,29175723,2678518,1664627,1013891,8.41,8.35,8.87,12.62
2024-11,2024,Nov,Nagaland,Non-Metro,No,18-24,Secondary School,Lower Middle,30941178,29867785,1073393,652048,421345,3.47,4.45,2.43,8.54
2024-12,2024,Dec,Nagaland,Chennai,Yes,45-54,Secondary School,Upper Middle,30653411,28757054,1896357,1299071,597286,6.19,6.39,4.81,8.99
2020-01,2020,Jan,Odisha,Mumbai,Yes,25-34,Undergraduate,Lower Middle,28906015,26366224,2539791,1462643,1077148,8.79,8.35,9.37,11.82
2020-02,2020,Feb,Odisha,Bangalore,Yes,55-60,Secondary School,Rich,28554668,26189260,2365408,1471537,893871,8.28,7.50,8.17,13.46
2020-03,2020,Mar,Odisha,Bangalore,Yes,25-34,Higher Secondary,Rich,30177092,28030806,2146286,1264366,881920,7.11,7.78,6.84,9.64
2020-04,2020,Apr,Odisha,Bangalore,Yes,35-44,Primary School,Rich,29233242,27833971,1399271,825908,573363,4.79,5.85,2.84,8.03
2020-05,2020,May,Odisha,Non-Metro,No,45-54,Undergraduate,Lower Middle,29909628,28492753,1416875,947703,469172,4.74,4.06,4.21,9.81
2020-06,2020,Jun,Odisha,Non-Metro,No,18-24,No Formal Education,Rich,28540628,26036256,2504372,1478640,1025732,8.77,9.69,9.59,10.78
2020-07,2020,Jul,Odisha,Ahmedabad,Yes,55-60,Higher Secondary,Upper Middle,30039805,27406494,2633311,1588704,1044607,8.77,8.31,9.06,12.12
2020-08,2020,Aug,Odisha,Kolkata,Yes,25-34,Postgraduate,Upper Middle,28405521,25696028,2709493,1661478,1048015,9.54,8.64,8.77,11.96
2020-09,2020,Sep,Odisha,Bangalore,Yes,35-44,No Formal Education,Poor,28170416,26548699,1621717,1052218,569499,5.76,4.99,6.05,10.10
2020-10,2020,Oct,Odisha,Chennai,Yes,45-54,No Formal Education,Rich,28001827,26094839,1906988,1188462,718526,6.81,7.75,6.05,12.53
2020-11,2020,Nov,Odisha,Chennai,Yes,18-24,Primary School,Upper Middle,28274044,26651816,1622228,1056673,565555,5.74,6.95,5.61,11.68
2020-12,2020,Dec,Odisha,Delhi,Yes,35-44,Primary School,Poor,29456423,27041320,2415103,1369280,1045823,8.20,9.29,7.99,12.04
2021-01,2021,Jan,Odisha,Hyderabad,Yes,35-44,Undergraduate,Rich,29758171,28512669,1245502,825382,420120,4.19,5.83,3.91,7.78
2021-02,2021,Feb,Odisha,Pune,Yes,45-54,No Formal Education,Poor,28959678,27684354,1275324,703747,571577,4.40,6.39,2.76,6.46
2021-03,2021,Mar,Odisha,Kolkata,Yes,25-34,Postgraduate,Rich,30032158,28104359,1927799,1294810,632989,6.42,7.89,6.46,11.58
2021-04,2021,Apr,Odisha,Pune,Yes,35-44,No Formal Education,Lower Middle,30283187,27894362,2388825,1344214,1044611,7.89,7.02,8.60,12.00
2021-05,2021,May,Odisha,Delhi,Yes,55-60,Postgraduate,Poor,30677699,28088956,2588743,1761388,827355,8.44,9.99,8.00,14.17
2021-06,2021,Jun,Odisha,Non-Metro,No,55-60,Postgraduate,Poor,30256208,27834953,2421255,1583369,837886,8.00,7.59,8.73,10.70
2021-07,2021,Jul,Odisha,Delhi,Yes,45-54,Undergraduate,Upper Middle,28663098,26573954,2089144,1214794,874350,7.29,6.46,6.41,12.17
2021-08,2021,Aug,Odisha,Delhi,Yes,55-60,Secondary School,Rich,29518711,28534974,983737,603455,380282,3.33,3.44,2.17,6.05
2021-09,2021,Sep,Odisha,Non-Metro,No,45-54,Primary School,Rich,28478106,27313161,1164945,813807,351138,4.09,5.47,5.00,8.38
2021-10,2021,Oct,Odisha,Chennai,Yes,18-24,Postgraduate,Upper Middle,28536508,26385755,2150753,1461074,689679,7.54,7.77,8.33,10.91
2021-11,2021,Nov,Odisha,Hyderabad,Yes,35-44,Postgraduate,Poor,28976421,26290014,2686407,1484913,1201494,9.27,8.72,8.06,15.06
2021-12,2021,Dec,Odisha,Bangalore,Yes,18-24,No Formal Education,Poor,28967742,25864294,3103448,2129437,974011,10.71,11.62,9.42,15.03
2022-01,2022,Jan,Odisha,Mumbai,Yes,18-24,Primary School,Upper Middle,30169270,27240264,2929006,1747740,1181266,9.71,11.57,8.87,14.86
2022-02,2022,Feb,Odisha,Mumbai,Yes,45-54,Undergraduate,Rich,29709805,26996430,2713375,1526029,1187346,9.13,8.17,9.12,12.29
2022-03,2022,Mar,Odisha,Delhi,Yes,18-24,Postgraduate,Lower Middle,28681982,27139742,1542240,966545,575695,5.38,5.97,4.44,10.57
2022-04,2022,Apr,Odisha,Non-Metro,No,55-60,Undergraduate,Poor,29190031,27837258,1352773,808647,544126,4.63,4.34,4.40,8.92
2022-05,2022,May,Odisha,Delhi,Yes,25-34,Undergraduate,Lower Middle,29333710,25599405,3734305,2370605,1363700,12.73,12.14,10.93,18.63
2022-06,2022,Jun,Odisha,Bangalore,Yes,45-54,Primary School,Upper Middle,30699438,29104291,1595147,891791,703356,5.20,5.37,4.37,9.66
2022-07,2022,Jul,Odisha,Mumbai,Yes,35-44,Postgraduate,Rich,29842604,27626736,2215868,1364611,851257,7.43,7.09,6.86,12.13
2022-08,2022,Aug,Odisha,Kolkata,Yes,18-24,Primary School,Upper Middle,28840024,27400853,1439171,808736,630435,4.99,6.45,3.36,10.42
2022-09,2022,Sep,Odisha,Bangalore,Yes,35-44,Secondary School,Upper Middle,28986848,27734689,1252159,751216,500943,4.32,5.92,2.42,8.90
2022-10,2022,Oct,Odisha,Non-Metro,No,45-54,No Formal Education,Rich,30129771,28313355,1816416,1205960,610456,6.03,6.50,4.13,10.53
2022-11,2022,Nov,Odisha,Non-Metro,No,25-34,Secondary School,Rich,29150313,26249467,2900846,2015822,885024,9.95,11.76,9.73,12.00
2022-12,2022,Dec,Odisha,Pune,Yes,45-54,Secondary School,Upper Middle,27990593,27172315,818278,536259,282019,2.92,3.94,0.94,8.86
2023-01,2023,Jan,Odisha,Ahmedabad,Yes,55-60,No Formal Education,Rich,30513477,29144378,1369099,812871,556228,4.49,3.52,3.39,8.98
2023-02,2023,Feb,Odisha,Kolkata,Yes,45-54,Secondary School,Rich,29267652,26464278,2803374,1590887,1212487,9.58,11.26,10.23,14.38
2023-03,2023,Mar,Odisha,Hyderabad,Yes,25-34,Secondary School,Poor,28291884,25703644,2588240,1555927,1032313,9.15,9.76,9.33,11.63
2023-04,2023,Apr,Odisha,Hyderabad,Yes,45-54,Undergraduate,Rich,29676444,29082916,593528,389009,204519,2.00,2.51,2.68,7.75
2023-05,2023,May,Odisha,Pune,Yes,45-54,Primary School,Upper Middle,28781578,26473855,2307723,1609502,698221,8.02,8.75,6.80,13.65
2023-06,2023,Jun,Odisha,Ahmedabad,Yes,18-24,Primary School,Rich,27952077,25350357,2601720,1566760,1034960,9.31,10.58,7.99,12.19
2023-07,2023,Jul,Odisha,Mumbai,Yes,25-34,No Formal Education,Poor,30376562,28494423,1882139,1268913,613226,6.20,5.92,4.70,12.08
2023-08,2023,Aug,Odisha,Non-Metro,No,45-54,Postgraduate,Upper Middle,29702933,28255381,1447552,1009251,438301,4.87,4.66,4.41,8.15
2023-09,2023,Sep,Odisha,Non-Metro,No,18-24,Postgraduate,Lower Middle,27994869,26327972,1666897,1092923,573974,5.95,5.47,4.26,10.40
2023-10,2023,Oct,Odisha,Non-Metro,No,25-34,No Formal Education,Rich,28166501,26607711,1558790,1033699,525091,5.53,7.21,5.69,7.83
2023-11,2023,Nov,Odisha,Pune,Yes,25-34,No Formal Education,Upper Middle,30375890,28267105,2108785,1349856,758929,6.94,7.32,5.06,9.00
2023-12,2023,Dec,Odisha,Ahmedabad,Yes,25-34,Undergraduate,Lower Middle,28239949,25511880,2728069,1766053,962016,9.66,11.41,10.26,13.14
2024-01,2024,Jan,Odisha,Chennai,Yes,45-54,Undergraduate,Rich,28410820,26461510,1949310,1211736,737574,6.86,6.55,5.56,12.47
2024-02,2024,Feb,Odisha,Pune,Yes,25-34,Higher Secondary,Upper Middle,30338117,27478301,2859816,1810348,1049468,9.43,9.60,10.17,11.93
2024-03,2024,Mar,Odisha,Delhi,Yes,35-44,No Formal Education,Poor,29352381,28361439,990942,613041,377901,3.38,3.80,2.65,8.82
2024-04,2024,Apr,Odisha,Non-Metro,No,25-34,Secondary School,Rich,29481517,27978367,1503150,982226,520924,5.10,5.51,4.26,8.60
2024-05,2024,May,Odisha,Non-Metro,No,18-24,Undergraduate,Lower Middle,30382786,28306903,2075883,1414102,661781,6.83,5.90,6.39,11.55
2024-06,2024,Jun,Odisha,Chennai,Yes,55-60,Undergraduate,Poor,28141666,24903102,3238564,2005118,1233446,11.51,12.51,10.24,16.37
2024-07,2024,Jul,Odisha,Chennai,Yes,18-24,Secondary School,Rich,30388595,29072211,1316384,808405,507979,4.33,3.83,2.42,8.85
2024-08,2024,Aug,Odisha,Ahmedabad,Yes,25-34,Postgraduate,Poor,30755193,28323494,2431699,1458246,973453,7.91,9.84,8.01,11.92
2024-09,2024,Sep,Odisha,Bangalore,Yes,55-60,Undergraduate,Rich,28745928,26436133,2309795,1368419,941376,8.04,7.09,7.67,12.86
2024-10,2024,Oct,Odisha,Chennai,Yes,45-54,Undergraduate,Poor,30210383,28603776,1606607,930323,676284,5.32,6.09,5.26,9.13
2024-11,2024,Nov,Odisha,Non-Metro,No,55-60,Higher Secondary,Upper Middle,27939597,26522202,1417395,857160,560235,5.07,5.03,3.87,10.94
2024-12,2024,Dec,Odisha,Non-Metro,No,25-34,Primary School,Poor,28359862,27407537,952325,636247,316078,3.36,3.12,1.48,6.97
2020-01,2020,Jan,Punjab,Chennai,Yes,55-60,No Formal Education,Poor,7728675,7181192,547483,308014,239469,7.08,8.91,7.55,9.25
2020-02,2020,Feb,Punjab,Non-Metro,No,45-54,Postgraduate,Lower Middle,7428941,6517162,911779,555905,355874,12.27,12.43,11.57,18.19
2020-03,2020,Mar,Punjab,Non-Metro,No,25-34,No Formal Education,Lower Middle,7696488,6800114,896374,541472,354902,11.65,13.13,9.97,14.08
2020-04,2020,Apr,Punjab,Hyderabad,Yes,35-44,Postgraduate,Upper Middle,7396745,6933866,462879,261433,201446,6.26,6.21,6.29,10.19
2020-05,2020,May,Punjab,Ahmedabad,Yes,35-44,Postgraduate,Lower Middle,7707994,7233943,474051,325523,148528,6.15,5.38,6.29,8.16
2020-06,2020,Jun,Punjab,Non-Metro,No,45-54,Higher Secondary,Lower Middle,7112637,6633496,479141,263839,215302,6.74,6.58,7.60,8.95
2020-07,2020,Jul,Punjab,Mumbai,Yes,55-60,Postgraduate,Poor,7434003,6871816,562187,328049,234138,7.56,7.32,8.43,9.68
2020-08,2020,Aug,Punjab,Non-Metro,No,18-24,No Formal Education,Upper Middle,7226768,6456025,770743,451922,318821,10.67,11.32,9.54,15.12
2020-09,2020,Sep,Punjab,Non-Metro,No,25-34,Postgraduate,Lower Middle,7106227,6801471,304756,174333,130423,4.29,5.63,3.15,7.90
2020-10,2020,Oct,Punjab,Non-Metro,No,25-34,Higher Secondary,Rich,7628927,7276656,352271,244925,107346,4.62,6.54,5.24,7.53
2020-11,2020,Nov,Punjab,Chennai,Yes,35-44,Postgraduate,Rich,7473851,6951292,522559,303182,219377,6.99,7.40,5.94,11.48
2020-12,2020,Dec,Punjab,Hyderabad,Yes,45-54,Postgraduate,Lower Middle,7564299,7073143,491156,326819,164337,6.49,8.16,7.37,11.96
2021-01,2021,Jan,Punjab,Mumbai,Yes,18-24,Higher Secondary,Upper Middle,7526144,7070174,455970,292252,163718,6.06,6.83,5.96,8.27
2021-02,2021,Feb,Punjab,Delhi,Yes,18-24,Secondary School,Rich,7259009,6588105,670904,449048,221856,9.24,10.22,8.55,12.63
2021-03,2021,Mar,Punjab,Pune,Yes,18-24,Undergraduate,Lower Middle,7501974,7041684,460290,270143,190147,6.14,6.55,6.98,11.53
2021-04,2021,Apr,Punjab,Ahmedabad,Yes,18-24,Postgraduate,Rich,7326092,6932061,394031,240356,153675,5.38,6.20,4.58,9.96
2021-05,2021,May,Punjab,Ahmedabad,Yes,18-24,Higher Secondary,Poor,7501030,6795308,705722,392590,313132,9.41,9.12,8.27,15.16
2021-06,2021,Jun,Punjab,Non-Metro,No,45-54,Secondary School,Lower Middle,7693127,7215588,477539,312630,164909,6.21,5.77,5.55,10.61
2021-07,2021,Jul,Punjab,Non-Metro,No,25-34,Higher Secondary,Poor,7704137,6995439,708698,424185,284513,9.20,9.09,9.87,15.20
2021-08,2021,Aug,Punjab,Hyderabad,Yes,35-44,Primary School,Upper Middle,7577407,7149368,428039,298983,129056,5.65,5.08,6.12,11.37
2021-09,2021,Sep,Punjab,Pune,Yes,35-44,No Formal Education,Rich,7192711,6905848,286863,169184,117679,3.99,5.82,2.13,5.99
2021-10,2021,Oct,Punjab,Pune,Yes,18-24,Primary School,Lower Middle,7525126,6819440,705686,418195,287491,9.38,9.25,8.19,11.96
2021-11,2021,Nov,Punjab,Bangalore,Yes,18-24,Postgraduate,Upper Middle,7394332,7053975,340357,210730,129627,4.60,4.71,3.87,8.05
2021-12,2021,Dec,Punjab,Delhi,Yes,18-24,Secondary School,Lower Middle,7672879,7090582,582297,366035,216262,7.59,8.73,6.90,10.77
2022-01,2022,Jan,Punjab,Kolkata,Yes,55-60,Secondary School,Poor,7342779,6831481,511298,300503,210795,6.96,6.11,7.51,9.00
2022-02,2022,Feb,Punjab,Non-Metro,No,25-34,Primary School,Upper Middle,7776156,7332576,443580,285728,157852,5.70,4.73,4.41,8.26
2022-03,2022,Mar,Punjab,Ahmedabad,Yes,35-44,Postgraduate,Poor,7471816,7116738,355078,226723,128355,4.75,4.40,2.95,8.88
2022-04,2022,Apr,Punjab,Bangalore,Yes,18-24,Postgraduate,Upper Middle,7124248,6571685,552563,367445,185118,7.76,8.67,5.96,10.77
2022-05,2022,May,Punjab,Mumbai,Yes,18-24,Undergraduate,Rich,7598363,7136218,462145,308268,153877,6.08,6.76,6.67,8.98
2022-06,2022,Jun,Punjab,Non-Metro,No,45-54,Secondary School,Poor,7779244,7168646,610598,390702,219896,7.85,8.09,8.14,12.18
2022-07,2022,Jul,Punjab,Kolkata,Yes,25-34,No Formal Education,Upper Middle,7396723,6859951,536772,321845,214927,7.26,7.69,5.57,11.71
2022-08,2022,Aug,Punjab,Mumbai,Yes,25-34,Secondary School,Upper Middle,7627772,7184035,443737,295125,148612,5.82,7.68,6.41,9.00
2022-09,2022,Sep,Punjab,Non-Metro,No,35-44,Higher Secondary,Rich,7377395,6894234,483161,307463,175698,6.55,6.68,6.68,8.63
2022-10,2022,Oct,Punjab,Ahmedabad,Yes,35-44,Primary School,Upper Middle,7502626,7155795,346831,208160,138671,4.62,4.32,2.76,9.44
2022-11,2022,Nov,Punjab,Delhi,Yes,25-34,Postgraduate,Upper Middle,7769755,7259313,510442,325940,184502,6.57,6.46,5.63,12.19
2022-12,2022,Dec,Punjab,Hyderabad,Yes,45-54,No Formal Education,Rich,7749223,7029569,719654,501219,218435,9.29,11.26,8.70,13.50
2023-01,2023,Jan,Punjab,Pune,Yes,45-54,Secondary School,Poor,7133856,6918406,215450,147442,68008,3.02,3.25,1.78,8.46
2023-02,2023,Feb,Punjab,Chennai,Yes,45-54,Primary School,Lower Middle,7599635,7017142,582493,368229,214264,7.66,8.09,6.25,10.50
2023-03,2023,Mar,Punjab,Hyderabad,Yes,55-60,Secondary School,Upper Middle,7378779,6765568,613211,356375,256836,8.31,10.10,8.09,13.51
2023-04,2023,Apr,Punjab,Chennai,Yes,25-34,No Formal Education,Upper Middle,7373900,6819826,554074,322375,231699,7.51,7.59,6.39,11.97
2023-05,2023,May,Punjab,Delhi,Yes,55-60,Undergraduate,Lower Middle,7469262,6798093,671169,390116,281053,8.99,9.08,9.86,12.76
2023-06,2023,Jun,Punjab,Non-Metro,No,18-24,Primary School,Poor,7640543,7036788,603755,400061,203694,7.90,8.36,6.67,12.02
2023-07,2023,Jul,Punjab,Non-Metro,No,55-60,Secondary School,Lower Middle,7428349,6757793,670556,414954,255602,9.03,9.11,7.98,14.61
2023-08,2023,Aug,Punjab,Chennai,Yes,25-34,Primary School,Poor,7448045,7095130,352915,225866,127049,4.74,5.43,4.15,6.93
2023-09,2023,Sep,Punjab,Non-Metro,No,18-24,Postgraduate,Upper Middle,7516753,7012602,504151,287808,216343,6.71,7.09,5.48,11.62
2023-10,2023,Oct,Punjab,Ahmedabad,Yes,45-54,Secondary School,Upper Middle,7132760,6489898,642862,375053,267809,9.01,9.86,7.58,12.15
2023-11,2023,Nov,Punjab,Mumbai,Yes,25-34,Postgraduate,Rich,7262250,6664791,597459,394171,203288,8.23,7.44,8.62,11.20
2023-12,2023,Dec,Punjab,Delhi,Yes,35-44,Postgraduate,Rich,7618428,7090091,528337,296001,232336,6.93,8.58,7.36,12.81
2024-01,2024,Jan,Punjab,Delhi,Yes,35-44,No Formal Education,Poor,7354159,6580256,773903,447049,326854,10.52,12.47,8.81,14.88
2024-02,2024,Feb,Punjab,Mumbai,Yes,25-34,Secondary School,Poor,7544707,7042424,502283,316795,185488,6.66,8.48,6.94,12.55
2024-03,2024,Mar,Punjab,Non-Metro,No,25-34,Secondary School,Rich,7250134,6629722,620412,388595,231817,8.56,8.74,7.67,12.38
2024-04,2024,Apr,Punjab,Non-Metro,No,55-60,Primary School,Rich,7209866,6867002,342864,221181,121683,4.76,4.19,5.15,10.18
2024-05,2024,May,Punjab,Non-Metro,No,45-54,No Formal Education,Lower Middle,7186076,6467157,718919,448470,270449,10.00,11.26,8.24,14.63
2024-06,2024,Jun,Punjab,Non-Metro,No,55-60,No Formal Education,Rich,7091713,6608764,482949,325885,157064,6.81,7.09,6.63,11.04
2024-07,2024,Jul,Punjab,Kolkata,Yes,55-60,Undergraduate,Poor,7559661,7177295,382366,220777,161589,5.06,4.62,5.86,10.97
2024-08,2024,Aug,Punjab,Pune,Yes,18-24,No Formal Education,Poor,7629111,7030257,598854,352024,246830,7.85,7.91,7.30,12.24
2024-09,2024,Sep,Punjab,Hyderabad,Yes,55-60,Higher Secondary,Poor,7401086,6602487,798599,463459,335140,10.79,11.12,10.27,14.04
2024-10,2024,Oct,Punjab,Non-Metro,No,18-24,Postgraduate,Lower Middle,7436893,6955453,481440,287723,193717,6.47,7.37,5.17,12.06
2024-11,2024,Nov,Punjab,Ahmedabad,Yes,35-44,No Formal Education,Poor,7400754,6878507,522247,316757,205490,7.06,6.65,7.07,10.07
2024-12,2024,Dec,Punjab,Hyderabad,Yes,25-34,Undergraduate,Lower Middle,7091788,6434826,656962,430232,226730,9.26,9.84,10.11,13.64
2020-01,2020,Jan,Rajasthan,Delhi,Yes,45-54,Undergraduate,Upper Middle,8902652,8325165,577487,384871,192616,6.49,7.76,4.84,11.82
2020-02,2020,Feb,Rajasthan,Kolkata,Yes,55-60,Undergraduate,Rich,9203140,8652039,551101,350831,200270,5.99,7.15,5.99,8.53
2020-03,2020,Mar,Rajasthan,Non-Metro,No,45-54,No Formal Education,Upper Middle,9303237,8819447,483790,313629,170161,5.20,4.75,3.52,11.08
2020-04,2020,Apr,Rajasthan,Bangalore,Yes,55-60,Primary School,Lower Middle,8746869,8171421,575448,321664,253784,6.58,7.97,4.71,10.85
2020-05,2020,May,Rajasthan,Non-Metro,No,18-24,Secondary School,Poor,8601483,7761849,839634,512389,327245,9.76,9.15,10.33,14.11
2020-06,2020,Jun,Rajasthan,Delhi,Yes,55-60,No Formal Education,Lower Middle,9368590,8809620,558970,386066,172904,5.97,6.84,6.35,9.09
2020-07,2020,Jul,Rajasthan,Hyderabad,Yes,25-34,No Formal Education,Rich,8688058,7772953,915105,615051,300054,10.53,9.86,10.05,12.88
2020-08,2020,Aug,Rajasthan,Ahmedabad,Yes,25-34,Primary School,Lower Middle,9441123,8689481,751642,417764,333878,7.96,8.83,7.72,11.08
2020-09,2020,Sep,Rajasthan,Hyderabad,Yes,45-54,Undergraduate,Upper Middle,8972381,8392034,580347,366526,213821,6.47,6.78,6.14,10.09
2020-10,2020,Oct,Rajasthan,Kolkata,Yes,35-44,Higher Secondary,Poor,8756726,8046228,710498,453971,256527,8.11,9.57,6.35,13.54
2020-11,2020,Nov,Rajasthan,Delhi,Yes,35-44,No Formal Education,Upper Middle,8704701,7873793,830908,465246,365662,9.55,10.09,9.31,14.70
2020-12,2020,Dec,Rajasthan,Bangalore,Yes,18-24,Higher Secondary,Upper Middle,9158610,8806744,351866,225656,126210,3.84,4.09,4.37,6.76
